Image,ImageNumber,HighReferenceImage,Method,Parameter,ApproxTileSize,MeanBrightness,IntensityVariance,StdContrast,EntropyValue,DarkPixelPercent,BrightPixelPercent,SaturatedPixelPercent,MichelsonContrast,Comment
55_low.png,55,55_high.png,Original low-light,"",,0.0424702124183009,0.0010698048941302,0.0327078720513915,4.75448115989331,99.9995833333333,0,0,0.999999999999999,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
55_low.png,55,55_high.png,Global histogram equalization,"CDF mapping",,0.521979848593752,0.0777472248897947,0.278831893602211,4.74874435957324,23.3116666666667,28.1554166666667,2.72416666666667,0.889466225791214,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
55_low.png,55,55_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.155471731375407,0.0122574856787104,0.110713529790674,6.18969284068443,80.3529166666667,0,0,0.970031809012394,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
55_low.png,55,55_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.136403150343375,0.00841449961582733,0.0917305816825955,6.03270046279225,86.3445833333333,0,0,0.983564569027476,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
55_low.png,55,55_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.262830765831314,0.0287541703861269,0.169570546929963,7.03031386624581,50.5875,0.180833333333333,0,0.992686684182182,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
55_low.png,55,55_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.117630039258211,0.00605952467429739,0.077842948776992,5.91857204319826,94.8954166666667,0,0,0.984687952383041,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
79_low.png,79,79_high.png,Original low-light,"",,0.0929000163398701,0.00165922550051236,0.0407335917948855,5.20902870349442,99.9579166666667,0.00333333333333333,0.00125,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
79_low.png,79,79_high.png,Global histogram equalization,"CDF mapping",,0.514744267864582,0.08328936625853,0.288598971340041,5.19604839242643,24.3433333333333,26.8983333333333,2.17416666666667,0.999750031246094,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
79_low.png,79,79_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.24195190839463,0.015483633860855,0.124433250623999,6.83215604958923,51.4879166666667,0.00583333333333333,0.00125,0.9950894199078,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
79_low.png,79,79_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.216014499163781,0.0121186645576845,0.110084806207235,6.67284907722166,58.63125,0.00416666666666667,0.00125,0.9951695894151,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
79_low.png,79,79_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.343335332414012,0.0324749752844057,0.180208144334283,7.43897698747943,37.7458333333333,0.705,0.00208333333333333,0.998073878920044,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
79_low.png,79,79_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.192472810483563,0.0088467057587063,0.0940569282865771,6.47764791180271,70.9295833333333,0.005,0.00125,0.993574936944112,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
111_low.png,111,111_high.png,Original low-light,"",,0.0847445751633994,0.00196226816837968,0.0442974961863499,5.1851182087155,99.1429166666667,0,0,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
111_low.png,111,111_high.png,Global histogram equalization,"CDF mapping",,0.517647016684027,0.0841240734482914,0.290041502975508,5.10512595272811,23.2733333333333,29.2508333333333,2.15875,0.99982501531116,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
111_low.png,111,111_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.215506855923037,0.0117072814029233,0.108200191325724,6.69608385961764,62.81,0,0,0.993667371375969,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
111_low.png,111,111_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.199359573127597,0.00952978899672157,0.097620638170018,6.57909944192837,70.11375,0,0,0.992369826182605,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
111_low.png,111,111_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.327958296992151,0.0265936191132345,0.163075501266237,7.3619450325351,36.29625,0.819166666666667,0,0.996862509298767,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
111_low.png,111,111_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.17886992583403,0.007379442742417,0.0859036829386086,6.38062894666966,82.0933333333333,0.0170833333333333,0,0.99145830679664,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
146_low.png,146,146_high.png,Original low-light,"",,0.109340539215687,0.00250436806546602,0.0500436615913146,5.11593150657362,99.9995833333333,0.000416666666666667,0,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
146_low.png,146,146_high.png,Global histogram equalization,"CDF mapping",,0.517902034826389,0.0872241474179468,0.295337345112241,5.1049606284642,24.9416666666667,28.1491666666667,4.39666666666667,0.995311019105103,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Παράλληλα εμφανίζεται αυξημένος κορεσμός, άρα υπάρχει κίνδυνος υπερενίσχυσης."
146_low.png,146,146_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.270951821720482,0.0155780308349536,0.124811981936646,6.72845798921228,35.9983333333333,0.000416666666666667,0,0.993864734017143,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
146_low.png,146,146_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.235697151270199,0.011618770063979,0.107790398756007,6.62653967826813,52.8066666666667,0.000416666666666667,0,0.993562838678574,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
146_low.png,146,146_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.351794903035549,0.0281240947951613,0.167702399491365,7.37185395068733,27.8216666666667,1.0675,0,0.996559792987107,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
146_low.png,146,146_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.220400435237185,0.0103787899084758,0.101876346167674,6.54906553081306,65.1116666666667,0.000416666666666667,0,0.991593508091762,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
179_low.png,179,179_high.png,Original low-light,"",,0.123372679738563,0.00201948434190269,0.044938673121296,5.32385691271847,99.8320833333333,0,0,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
179_low.png,179,179_high.png,Global histogram equalization,"CDF mapping",,0.518139933871529,0.0830734718176838,0.288224689812798,5.30309752373721,23.4645833333333,26.1775,2.46958333333333,0.999966667222213,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
179_low.png,179,179_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.297590399194907,0.0178709649396291,0.133682328449309,7.02817679605864,39.9033333333333,0.00333333333333333,0,0.995349006724566,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
179_low.png,179,179_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.275969863564174,0.0193818733778541,0.139218796783531,6.96442663206306,54.43875,0.111666666666667,0,0.995727603315528,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
179_low.png,179,179_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.397257371944829,0.0424700547814613,0.206082640660152,7.64368468931629,24.0104166666667,7.79875,0.11125,0.99898998400808,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
179_low.png,179,179_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.245234539973098,0.0135689180139599,0.116485698752936,6.69527081988897,65.21,0.00416666666666667,0,0.992794108725932,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
493_low.png,493,493_high.png,Original low-light,"",,0.0370512908496734,0.00110693329581544,0.0332706070851651,4.64678661961496,100,0,0,0.999999999999999,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
493_low.png,493,493_high.png,Global histogram equalization,"CDF mapping",,0.526091401319444,0.0743510904487486,0.272673963642935,4.63980082905011,16.8141666666667,26.6841666666667,2.485,0.914952186037605,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
493_low.png,493,493_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.136280245685241,0.0112199271092252,0.105924157344891,5.68890958593335,82.4270833333333,0,0,0.974313219336694,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
493_low.png,493,493_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.126718540968086,0.00894913444165569,0.0945998649135172,5.83801174631599,88.0720833333333,0,0,0.986324350858019,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
493_low.png,493,493_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.249368582142198,0.0273889505865636,0.165496074233088,6.93748981504456,54.755,0.282916666666667,0,0.992870714441847,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
493_low.png,493,493_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.113366945130534,0.00625100415362425,0.0790632920742885,5.7212371240083,94.2741666666667,0,0,0.978558803928954,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
547_low.png,547,547_high.png,Original low-light,"",,0.0691085947712425,0.000995128746711735,0.0315456612977401,4.98285572359319,100,0,0,0.999999999999999,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
547_low.png,547,547_high.png,Global histogram equalization,"CDF mapping",,0.518123275138888,0.0831707065354315,0.288393319158803,4.97860780218725,22.9891666666667,28.6866666666667,3.425,0.990528402352141,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Παράλληλα εμφανίζεται αυξημένος κορεσμός, άρα υπάρχει κίνδυνος υπερενίσχυσης."
547_low.png,547,547_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.20357298345387,0.00912085751940255,0.0955031806768892,6.56394480787279,72.1216666666667,0,0,0.989463905776566,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
547_low.png,547,547_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.178599451094471,0.00744580779552868,0.0862890943024011,6.39468549209428,80.8729166666667,0,0,0.989162610892508,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
