IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
101,448,0.996991666666667,0,2043,2529,1951,1213
102,387,0.998604166666667,0,2111,2279,1962,1358
103,223,0.999533333333333,0,2043,2233,2489,1649
104,83,0.999879166666667,0,1567,2179,2217,1646
105,18,0.999954166666667,0,2401,2163,1988,1688
106,5,0.999975,9108,2652,1923,1987,1786
107,0,0.999975,0,1533,1796,2237,1896
108,1,0.999979166666667,0,1889,1905,2022,1987
109,0,0.999979166666667,0,2542,1551,2052,1885
110,1,0.999983333333333,0,2227,1568,1983,1707
111,1,0.9999875,0,1555,1426,2646,1686
112,0,0.9999875,0,2130,1366,2524,1644
113,1,0.999991666666667,0,2835,1171,2072,1319
114,1,0.999995833333333,0,1357,1130,2041,1159
115,0,0.999995833333333,8512,1540,1050,2080,1123
116,1,1,0,1891,1067,2211,954
117,0,1,0,2161,987,1959,904
118,0,1,0,1290,906,2000,813
119,0,1,0,1421,837,2111,801
120,0,1,0,1800,797,2655,660
121,0,1,0,1189,792,1829,688
122,0,1,0,1238,739,1955,655
123,0,1,7457,1234,758,1860,662
124,0,1,0,1146,742,1808,626
125,0,1,0,1165,709,1769,612
126,0,1,0,975,624,1706,640
127,0,1,0,1089,713,1766,663
128,0,1,0,998,703,1750,620
129,0,1,0,1068,600,2078,617
130,0,1,6330,1058,696,1474,601
131,0,1,0,899,630,1546,511
132,0,1,0,1035,633,1543,504
133,0,1,0,951,622,1497,470
134,0,1,0,806,691,1363,512
135,0,1,5198,911,539,1372,449
136,0,1,0,790,525,1399,449
137,0,1,0,736,613,1508,401
138,0,1,0,569,509,1387,460
139,0,1,0,588,460,1310,422
140,0,1,4033,541,465,1153,421
141,0,1,0,512,464,1153,380
142,0,1,0,466,370,1132,370
143,0,1,3364,460,379,1086,385
144,0,1,0,418,389,1012,381
145,0,1,0,397,368,1070,386
146,0,1,0,384,356,863,346
147,0,1,3250,411,295,856,334
148,0,1,0,329,300,824,338
149,0,1,0,368,321,915,323
150,0,1,2956,403,316,804,305
151,0,1,0,378,323,817,269
152,0,1,0,288,304,728,297
153,0,1,2627,314,342,691,286
154,0,1,0,250,326,656,292
155,0,1,2309,243,322,705,220
156,0,1,0,228,332,742,219
157,0,1,1979,221,300,738,199
158,0,1,0,221,313,685,178
159,0,1,1636,190,290,691,185
160,0,1,1449,151,287,682,182
161,0,1,0,165,226,571,146
162,0,1,1386,129,227,617,157
163,0,1,1360,146,218,609,159
164,0,1,0,128,215,637,132
165,0,1,1413,127,194,594,127
166,0,1,1424,126,228,611,114
167,0,1,0,127,174,631,106
168,0,1,1241,125,168,583,104
169,0,1,1093,104,196,569,103
170,0,1,943,85,141,600,99
171,0,1,869,55,176,620,88
172,0,1,834,49,164,507,91
173,0,1,1449,31,169,555,84
174,0,1,705,23,145,542,92
175,0,1,754,21,130,547,73
176,0,1,863,19,169,524,77
177,0,1,855,17,118,448,76
178,0,1,1438,10,99,488,58
179,0,1,1193,5,118,452,65
180,0,1,787,0,97,447,62
181,0,1,494,0,85,429,48
182,0,1,793,0,89,460,44
183,0,1,1437,0,85,473,45
184,0,1,0,0,70,359,57
185,0,1,0,0,74,363,46
186,0,1,2287,0,75,383,32
187,0,1,0,0,82,323,35
188,0,1,0,0,88,332,31
189,0,1,3098,0,72,344,32
190,0,1,0,0,68,279,18
191,0,1,0,0,44,531,21
192,0,1,0,0,44,260,19
193,0,1,4087,0,40,285,21
194,0,1,0,0,33,289,9
195,0,1,0,0,21,278,18
196,0,1,0,0,10,248,20
197,0,1,0,0,9,218,10
198,0,1,4243,0,18,233,7
199,0,1,0,0,13,263,6
200,0,1,0,0,13,431,0
201,0,1,0,0,10,192,1
202,0,1,3476,0,6,187,6
203,0,1,0,0,1,259,2
204,0,1,0,0,3,177,0
205,0,1,3377,0,2,154,7
206,0,1,0,0,2,188,0
207,0,1,0,0,0,265,4
208,0,1,0,0,0,145,0
209,0,1,3274,0,0,159,0
210,0,1,0,0,0,177,0
211,0,1,0,0,0,149,0
212,0,1,3089,0,0,148,0
213,0,1,0,0,0,157,0
214,0,1,0,0,0,176,0
215,0,1,2839,0,0,141,0
216,0,1,0,0,0,160,0
217,0,1,1964,0,0,154,0
218,0,1,1183,0,0,125,0
219,0,1,823,0,0,117,0
220,0,1,1134,0,0,133,0
221,0,1,840,0,0,104,0
222,0,1,1050,0,0,136,0
223,0,1,692,0,0,104,0
224,0,1,1179,0,0,185,0
225,0,1,0,0,0,106,0
226,0,1,1593,0,0,116,0
227,0,1,0,0,0,88,0
228,0,1,0,0,0,71,0
229,0,1,2515,0,0,92,0
230,0,1,0,0,0,80,0
231,0,1,0,0,0,75,0
232,0,1,3289,0,0,79,0
233,0,1,0,0,0,74,0
234,0,1,0,0,0,78,0
235,0,1,0,0,0,53,0
236,0,1,0,0,0,32,0
237,0,1,4108,0,0,53,0
238,0,1,0,0,0,61,0
239,0,1,0,0,0,41,0
240,0,1,0,0,0,63,0
241,0,1,0,0,0,44,0
242,0,1,4640,0,0,36,0
243,0,1,0,0,0,26,0
244,0,1,0,0,0,29,0
245,0,1,0,0,0,30,0
246,0,1,0,0,0,21,0
247,0,1,4539,0,0,18,0
248,0,1,0,0,0,22,0
249,0,1,0,0,0,12,0
250,0,1,3579,0,0,11,0
251,0,1,0,0,0,3,0
252,0,1,1952,0,0,4,0
253,0,1,867,0,0,1,0
254,0,1,855,0,0,0,0
255,0,1,1170,0,0,0,0
