Image,ImageNumber,HighReferenceImage,Method,Parameter,MeanBrightness,StdContrast,GradientMean,GradientRatioToBase,LaplacianEnergy,DarkPixelPercent,SaturatedPixelPercent,MSEToHigh,PSNRToHigh,Comment
55_low.png,55,55_high.png,Unsharp masking,k = 0.5,0.283911204350968,0.176594149873035,0.0173819394863496,1.13856047565562,0.0258773385102698,43.4225,0,0.108201480520013,9.6576679674079,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.139. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
55_low.png,55,55_high.png,Unsharp masking,k = 1.0,0.284025213001966,0.17756860984544,0.01962573058591,1.2855344001474,0.0324857512330218,43.4104166666667,0,0.108128626082009,9.66059315263526,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.286. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
55_low.png,55,55_high.png,Unsharp masking,k = 1.5,0.284226862870371,0.178534996979263,0.0219307887403367,1.43652146984574,0.0390775697472006,43.4166666666667,0,0.108068447554959,9.6630108729552,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.437. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
79_low.png,79,79_high.png,Original low-light,,0.0872326975731605,0.0401631585401842,0.00544283763387198,0.818072179946912,0.0192832376761603,99.9616666666667,0.000833333333333333,0.309750106283909,5.08988535933312,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
79_low.png,79,79_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.224625361517393,0.0648262278674637,0.00665324865860248,0.999999999999967,0.00807080120935681,58.8104166666667,0,0.174404432379581,7.58442481940535,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
79_low.png,79,79_high.png,Laplacian sharpening,3x3 Laplacian mask,0.224626397361763,0.0662586444259436,0.00881171141097993,1.32442237816955,0.0154567198198435,58.2145833333333,0.000833333333333333,0.174103865127279,7.59191587384586,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
79_low.png,79,79_high.png,Unsharp masking,k = 0.5,0.224625318909068,0.065491991595368,0.00756576699610098,1.1371538002444,0.0107186329838903,58.5145833333333,0,0.174247399894813,7.58833693687686,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.137. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
79_low.png,79,79_high.png,Unsharp masking,k = 1.0,0.224625907297093,0.0662395810664606,0.00856569187238022,1.28744502301214,0.0134317141359979,58.245,0,0.174104726128196,7.5918943966074,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.287. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
79_low.png,79,79_high.png,Unsharp masking,k = 1.5,0.224627563297756,0.0670585621780947,0.00962580614968914,1.44678286407391,0.0161772025872495,57.9908333333333,0.0025,0.173975925456131,7.59510844619285,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.447. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
111_low.png,111,111_high.png,Original low-light,,0.0756839856960276,0.0421421421042066,0.00462635794626648,0.52196252358175,0.0169943478203658,99.6608333333333,0,0.274648276581657,5.61223121832591,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
111_low.png,111,111_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.27640317052838,0.0966419799597451,0.00886339102378447,0.999999999999975,0.0100999275183371,34.5066666666667,0,0.0993145362806508,10.029871808657,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
111_low.png,111,111_high.png,Laplacian sharpening,3x3 Laplacian mask,0.276409685116883,0.0982970164948927,0.0114244500448628,1.28894799001935,0.019549389058149,34.4279166666667,0,0.0991323245776945,10.0378470982663,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
111_low.png,111,111_high.png,Unsharp masking,k = 0.5,0.276403751204805,0.097424196523943,0.00994331938380595,1.12184144388116,0.0133533798633395,34.4854166666667,0,0.0992018720692161,10.0348013206297,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.122. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
111_low.png,111,111_high.png,Unsharp masking,k = 1.0,0.276408347074481,0.098285800636569,0.0111292996517546,1.2556480495884,0.016692462491915,34.4404166666667,0,0.0991116117140008,10.0387546147944,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.256. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
111_low.png,111,111_high.png,Unsharp masking,k = 1.5,0.276421279935344,0.0992144637410762,0.0123871053991838,1.39755826702707,0.0200665532633814,34.4120833333333,0,0.0990415999670998,10.0418235245895,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.398. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
146_low.png,146,146_high.png,Original low-light,,0.0955567379883775,0.0499455418592473,0.00611225421089155,0.657325570786182,0.0237960826612199,99.9995833333333,0,0.217292727668845,6.62954808360295,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
146_low.png,146,146_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.272770305129923,0.108613823013258,0.00929867098214506,0.999999999999976,0.0125115498412893,32.2195833333333,0,0.0787348132912429,11.0383319804446,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
146_low.png,146,146_high.png,Laplacian sharpening,3x3 Laplacian mask,0.272786594238753,0.11050686350952,0.0127369958916135,1.36976519720617,0.0246799036265938,31.8941666666667,0,0.0782253725539858,11.0665235981801,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
146_low.png,146,146_high.png,Unsharp masking,k = 0.5,0.27277318204526,0.109439460388974,0.010752042307886,1.15629882254479,0.0167118669624276,32.1316666666667,0,0.0784892832795745,11.0518963663395,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.156. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
146_low.png,146,146_high.png,Unsharp masking,k = 1.0,0.272783942821262,0.110374525353402,0.0123027056682199,1.32306064940278,0.0210069359821669,32.0254166666667,0,0.0782759149701626,11.0637184719658,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.323. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
146_low.png,146,146_high.png,Unsharp masking,k = 1.5,0.27280872506763,0.111402158527774,0.013910410923285,1.49595688996792,0.0253374381075726,31.9225,0,0.0780934200397612,11.0738555717018,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.496. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
179_low.png,179,179_high.png,Original low-light,,0.0780549838287873,0.0289184313946062,0.00692134238121163,0.594109069089112,0.0255796711192325,99.9916666666667,0,0.057846910290914,12.3771983255391,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
179_low.png,179,179_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.283284925398561,0.0678234239777177,0.0116499524099561,0.999999999999981,0.0153148289580023,27.2804166666667,0,0.0062023080704706,22.0744666602798,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
179_low.png,179,179_high.png,Laplacian sharpening,3x3 Laplacian mask,0.283317010658135,0.0715950887606833,0.0161538549630862,1.38660265678688,0.0297439397567209,27.3054166666667,0,0.0058439412973386,22.3329415522404,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
179_low.png,179,179_high.png,Unsharp masking,k = 0.5,0.283294422187249,0.0694736850816071,0.0135823904595344,1.1658751882906,0.0204158978491664,27.2741666666667,0,0.00600945771424268,22.2116471640622,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.166. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
179_low.png,179,179_high.png,Unsharp masking,k = 1.0,0.283314047040822,0.0713355981105337,0.0156257980306598,1.34127569631148,0.0256137097137168,27.3025,0,0.00586897911983844,22.3143743558015,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.341. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
179_low.png,179,179_high.png,Unsharp masking,k = 1.5,0.283349022397023,0.0733743296901168,0.0177360691838634,1.52241559104617,0.0308522137751446,27.34375,0,0.00578001127530827,22.3807131438235,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.522. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
493_low.png,493,493_high.png,Original low-light,,0.0251649663566211,0.0246007631349398,0.00296901440335345,0.141700095582504,0.0107942954746497,100,0,0.0814421402879234,10.8915082165981,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
493_low.png,493,493_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.27819517813498,0.190020592210441,0.0209528045210437,0.999999999999989,0.0255842494740323,52.7895833333333,0,0.00749800568732647,21.2505423449681,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
493_low.png,493,493_high.png,Laplacian sharpening,3x3 Laplacian mask,0.278543805775523,0.192988924033731,0.027580329065458,1.31630727704053,0.0498619412797197,52.3766666666667,0,0.00791284062168329,21.0166758162755,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
493_low.png,493,493_high.png,Unsharp masking,k = 0.5,0.278299812852007,0.191392216782041,0.0237822366716877,1.1350383500119,0.0339548172551984,52.5595833333333,0,0.00757379557500275,21.206864211384,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.135. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
493_low.png,493,493_high.png,Unsharp masking,k = 1.0,0.278513007988419,0.192847980703646,0.0267546372988486,1.27690005755447,0.0424445657588639,52.4229166666667,0,0.00777910612510313,21.0907030368359,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.277. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
493_low.png,493,493_high.png,Unsharp masking,k = 1.5,0.278867656334152,0.194340087331119,0.0297702330265774,1.42082330776664,0.0508894141543942,52.21375,0,0.00810114026068262,20.9145384852016,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.421. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
547_low.png,547,547_high.png,Original low-light,,0.0620225796112242,0.0307095840099245,0.00485697238982758,0.273294637298301,0.0197423487739154,100,0,0.126543129437396,8.97761429552964,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
547_low.png,547,547_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.459040970815197,0.151638336433919,0.0177719271693068,0.999999999999987,0.0233331144571826,10.2429166666667,0,0.00556644058267076,22.5442242231923,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
547_low.png,547,547_high.png,Laplacian sharpening,3x3 Laplacian mask,0.459090910267512,0.155705489955246,0.0242999839242967,1.36732407761967,0.0455201744754244,10.6275,0,0.00603716515523274,22.1916694324125,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
547_low.png,547,547_high.png,Unsharp masking,k = 0.5,0.459048292205736,0.153478678565989,0.0205556123677875,1.15663384009856,0.0309542725843413,10.40375,0,0.00569769369088397,22.4430090222441,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.157. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
547_low.png,547,547_high.png,Unsharp masking,k = 1.0,0.459085840018059,0.155489391266516,0.0234988178011024,1.32224364736796,0.0387336398577929,10.59625,0,0.00593125582919519,22.2685334340696,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.322. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
547_low.png,547,547_high.png,Unsharp masking,k = 1.5,0.459172384517253,0.157604887765855,0.0265255381065135,1.49255271270323,0.0465660415096393,10.78375,0,0.00626075145985134,22.033735365531,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.493. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
665_low.png,665,665_high.png,Original low-light,,0.0340600344791864,0.0191885664274847,0.00351288373857917,0.422556386152434,0.0177270296190388,99.9991666666667,0,0.208121454931864,6.81683146707044,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
665_low.png,665,665_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.181255265127403,0.0724841527301972,0.00831340823071083,0.999999999999973,0.0129724976589303,84.07375,0,0.0976215088820896,10.1045448397615,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
665_low.png,665,665_high.png,Laplacian sharpening,3x3 Laplacian mask,0.181304410659941,0.0741032989166898,0.0121891308925093,1.46620141273476,0.0270769490128379,83.17875,0,0.0975075909173345,10.1096157337649,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
665_low.png,665,665_high.png,Unsharp masking,k = 0.5,0.181264326330433,0.0731751562243299,0.00990313585585812,1.19122453523627,0.0176780892454168,83.6883333333333,0,0.0975472141015505,10.1078512932021,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.191. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
665_low.png,665,665_high.png,Unsharp masking,k = 1.0,0.181291894439915,0.0739446098036357,0.0115731763527632,1.39210971380066,0.0224422052088064,83.2695833333333,0,0.0974912714125516,10.1103426580973,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.392. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
665_low.png,665,665_high.png,Unsharp masking,k = 1.5,0.181348828207129,0.0747679465514293,0.0132803834915797,1.59746557886088,0.0272108535346082,82.7958333333333,0,0.0974471462808666,10.1123087458248,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.597. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
669_low.png,669,669_high.png,Original low-light,,0.0672875357807946,0.0336537929247375,0.00485627285065483,0.3313090402432,0.019345666850872,100,0,0.211474026741851,6.74742965099202,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
669_low.png,669,669_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.409286036951933,0.133054654298949,0.01465783380704,0.999999999999985,0.0180118937670115,8.20208333333333,0,0.0121406937990928,19.1575649410855,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
669_low.png,669,669_high.png,Laplacian sharpening,3x3 Laplacian mask,0.409319033445114,0.136155024224083,0.019475283700752,1.32866042534865,0.0354103154373168,8.73875,0,0.0123204066611432,19.0937495712486,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
669_low.png,669,669_high.png,Unsharp masking,k = 0.5,0.409292241201892,0.134482899702399,0.0166983132596923,1.13920743539008,0.0239947108017787,8.435,0,0.0121567885644147,19.1518113665508,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.139. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
669_low.png,669,669_high.png,Unsharp masking,k = 1.0,0.409313861553688,0.136056069487407,0.0189078581456838,1.28994900573932,0.0301147664314882,8.69416666666667,0,0.0122458130176331,19.1201237612927,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.290. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
669_low.png,669,669_high.png,Unsharp masking,k = 1.5,0.409361885260197,0.137740103048195,0.0212192039027792,1.44763572722372,0.0362806090248587,8.95833333333333,0,0.0124028710405852,19.0647777187344,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.448. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
748_low.png,748,748_high.png,Original low-light,,0.0518469903033934,0.0355384740211846,0.00707939519753908,0.726562432434691,0.0238163322035343,99.68875,0.00541666666666667,0.100879143342304,9.9619861441366,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
