Image,ImageNumber,Pipeline,Parameter,MeanBrightness,StdContrast,EntropyValue,DarkPixelPercent,SaturatedPixelPercent,Comment
23_low.png,23,Original low-light,"",0.0376908221657444,0.0292938127224994,4.35634533111986,100,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
23_low.png,23,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.274378875085337,0.164790532017745,6.69407677746561,44.6275,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.2367 και η αντίθεση κατά 0.1355. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
23_low.png,23,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.105836185639295,0.0743428380981546,5.80351093189221,98.0466666666667,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0681 και η αντίθεση κατά 0.0450. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
23_low.png,23,Pipeline 3 - Retinex sigma 15,"sigma=15",0.609041901798872,0.192902526502873,7.1780198163653,7.43541666666667,0.0108333333333333,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5714 και η αντίθεση κατά 0.1636. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
23_low.png,23,Pipeline 3 - Retinex sigma 30,"sigma=30",0.62602416157489,0.19873333939204,7.2411748675728,6.28041666666667,0.0179166666666667,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5883 και η αντίθεση κατά 0.1694. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
23_low.png,23,Pipeline 3 - Retinex sigma 60,"sigma=60",0.647818721552826,0.210857353973036,7.35864752812956,5.8825,0.02375,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.6101 και η αντίθεση κατά 0.1816. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
55_low.png,55,Original low-light,"",0.038170383408303,0.0318249731461922,4.61568692638885,100,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
55_low.png,55,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.283865819396703,0.178903963312358,6.93870866442099,43.4045833333333,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.2457 και η αντίθεση κατά 0.1471. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
55_low.png,55,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.112333804961804,0.084376437453786,6.02121694028804,91.6579166666667,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0742 και η αντίθεση κατά 0.0526. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
55_low.png,55,Pipeline 3 - Retinex sigma 15,"sigma=15",0.635532279818825,0.216232036280733,7.34083685612136,7.31916666666667,0.0154166666666667,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5974 και η αντίθεση κατά 0.1844. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
55_low.png,55,Pipeline 3 - Retinex sigma 30,"sigma=30",0.623170851640541,0.231147572971302,7.50354618234896,8.93333333333333,0.0345833333333333,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5850 και η αντίθεση κατά 0.1993. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
55_low.png,55,Pipeline 3 - Retinex sigma 60,"sigma=60",0.620983182044373,0.252233378553546,7.66369449852824,10.8754166666667,0.190416666666667,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5828 και η αντίθεση κατά 0.2204. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
79_low.png,79,Original low-light,"",0.0872326975731605,0.0401631585401842,5.15941354108438,99.9616666666667,0.000833333333333333,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
79_low.png,79,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.224625361517393,0.0666421767830893,5.91176312247533,58.1570833333333,0.00125,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.1374 και η αντίθεση κατά 0.0265. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
79_low.png,79,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.190274145613451,0.103269714864622,6.52822403125852,66.1470833333333,0.00166666666666667,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.1030 και η αντίθεση κατά 0.0631. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
79_low.png,79,Pipeline 3 - Retinex sigma 15,"sigma=15",0.680879036426609,0.158834512215284,7.07796051264779,2.44833333333333,0.095,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5936 και η αντίθεση κατά 0.1187. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
79_low.png,79,Pipeline 3 - Retinex sigma 30,"sigma=30",0.661027322905052,0.173742236086733,7.28924180936163,2.81125,0.116666666666667,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5738 και η αντίθεση κατά 0.1336. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
79_low.png,79,Pipeline 3 - Retinex sigma 60,"sigma=60",0.662770389584121,0.19446060314495,7.413590052376,3.48625,0.0658333333333333,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5755 και η αντίθεση κατά 0.1543. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
111_low.png,111,Original low-light,"",0.0756839856960276,0.0421421421042066,5.10816712078858,99.6608333333333,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
111_low.png,111,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.27640317052838,0.0985900896643335,6.425224748219,34.31,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.2007 και η αντίθεση κατά 0.0564. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
111_low.png,111,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.168677605983747,0.0931190240925464,6.488600719701,81.3783333333333,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0930 και η αντίθεση κατά 0.0510. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
111_low.png,111,Pipeline 3 - Retinex sigma 15,"sigma=15",0.608377540937271,0.174068678174994,7.01225288174358,6.01416666666667,0.00791666666666667,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5327 και η αντίθεση κατά 0.1319. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
111_low.png,111,Pipeline 3 - Retinex sigma 30,"sigma=30",0.631280376662081,0.194807219269182,7.21480511905216,6.98958333333333,0.00458333333333333,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5556 και η αντίθεση κατά 0.1527. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
111_low.png,111,Pipeline 3 - Retinex sigma 60,"sigma=60",0.608105562030135,0.208501649744607,7.33451635359846,10.2308333333333,0.00208333333333333,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5324 και η αντίθεση κατά 0.1664. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
146_low.png,146,Original low-light,"",0.0955567379883775,0.0499455418592473,5.00997605716693,99.9995833333333,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
146_low.png,146,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.272770305129923,0.111595652721303,6.0535957782591,31.0720833333333,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.1772 και η αντίθεση κατά 0.0617. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
146_low.png,146,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.187917633838843,0.100268348480878,6.43127233375331,70.0366666666667,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0924 και η αντίθεση κατά 0.0503. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
146_low.png,146,Pipeline 3 - Retinex sigma 15,"sigma=15",0.628537985453716,0.202915055668309,6.64799830273584,7.25083333333333,0.0775,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5330 και η αντίθεση κατά 0.1530. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
146_low.png,146,Pipeline 3 - Retinex sigma 30,"sigma=30",0.608942332726512,0.206019286879135,6.59403503877786,8.47583333333333,0.12,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5134 και η αντίθεση κατά 0.1561. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
146_low.png,146,Pipeline 3 - Retinex sigma 60,"sigma=60",0.579734985482115,0.199892142214124,6.62326800897132,10.3045833333333,0.0916666666666667,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4842 και η αντίθεση κατά 0.1499. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
179_low.png,179,Original low-light,"",0.0780549838287873,0.0289184313946062,4.74940782837157,99.9916666666667,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
179_low.png,179,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.283284925398561,0.0731297020432255,6.07427717712558,27.4666666666667,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.2052 και η αντίθεση κατά 0.0442. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
179_low.png,179,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.160799711623238,0.0800984433944145,6.24356681286715,88.6595833333333,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0827 και η αντίθεση κατά 0.0512. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
179_low.png,179,Pipeline 3 - Retinex sigma 15,"sigma=15",0.482573019695494,0.139850294376774,6.86038530427904,5.38041666666667,0.00208333333333333,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4045 και η αντίθεση κατά 0.1109. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
179_low.png,179,Pipeline 3 - Retinex sigma 30,"sigma=30",0.481994200331012,0.142124591519911,6.8942564565709,5.92083333333333,0.00125,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4039 και η αντίθεση κατά 0.1132. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
179_low.png,179,Pipeline 3 - Retinex sigma 60,"sigma=60",0.482225986211484,0.143952725028396,6.92982358258906,6.26166666666667,0.00166666666666667,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4042 και η αντίθεση κατά 0.1150. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
493_low.png,493,Original low-light,"",0.0251649663566211,0.0246007631349398,4.06550507976144,100,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
493_low.png,493,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.27819517813498,0.19470743445446,6.84978398163831,52.38,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.2530 και η αντίθεση κατά 0.1701. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
493_low.png,493,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.0815334054567836,0.0682264546341088,5.61298822669317,98.1275,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0564 και η αντίθεση κατά 0.0436. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
493_low.png,493,Pipeline 3 - Retinex sigma 15,"sigma=15",0.507442749064022,0.188080350400817,7.51462911874571,8.67166666666667,0.00458333333333333,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4823 και η αντίθεση κατά 0.1635. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
493_low.png,493,Pipeline 3 - Retinex sigma 30,"sigma=30",0.489778041696462,0.194437682455584,7.56300885769719,10.5520833333333,0.00208333333333333,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4646 και η αντίθεση κατά 0.1698. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
493_low.png,493,Pipeline 3 - Retinex sigma 60,"sigma=60",0.482640273770589,0.197808615342712,7.57265667726574,11.1958333333333,0.00125,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4575 και η αντίθεση κατά 0.1732. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
547_low.png,547,Original low-light,"",0.0620225796112242,0.0307095840099245,4.91287827823775,100,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
547_low.png,547,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.459040970815197,0.157003615517035,7.20497493988648,10.7666666666667,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.3970 και η αντίθεση κατά 0.1263. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
547_low.png,547,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.147852332750828,0.076596230154448,6.234264087758,87.9258333333333,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0858 και η αντίθεση κατά 0.0459. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
547_low.png,547,Pipeline 3 - Retinex sigma 15,"sigma=15",0.685317698989355,0.167507903682326,6.70099398011273,3.91125,0.0383333333333333,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.6233 και η αντίθεση κατά 0.1368. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
