Image,ImageNumber,HighReferenceImage,Pipeline,Parameter,MSEToHigh,PSNRToHigh,MeanBrightness,StdContrast,MichelsonContrast,EntropyValue,Comment
22_low.png,22,22_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",0.0482670679439532,13.1634908225522,0.681900173403264,0.182359438418797,1,7.02128186969372,"Το PSNR είναι χαμηλό (13.16 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6819, τυπική απόκλιση 0.1824, Michelson 1.0000, entropy 7.0213. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
22_low.png,22,22_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",0.0508998205818275,12.9328374851706,0.699694406492712,0.192454423938582,1,7.11928092805915,"Το PSNR είναι χαμηλό (12.93 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6997, τυπική απόκλιση 0.1925, Michelson 1.0000, entropy 7.1193. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
23_low.png,23,23_high.png,Original low-light,"",0.343047592464437,4.64645624240438,0.0376908221657444,0.0292938127224994,0.999999999999999,4.35634533111986,"Αρχική low-light εικόνα για βάση σύγκρισης. Το PSNR είναι χαμηλό (4.65 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.0377, τυπική απόκλιση 0.0293, Michelson 1.0000, entropy 4.3563. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
23_low.png,23,23_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.108004292857448,9.66558982223705,0.274319260733416,0.16491652426931,1,6.69385105423373,"Το PSNR είναι χαμηλό (9.67 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.2743, τυπική απόκλιση 0.1649, Michelson 1.0000, entropy 6.6939. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
23_low.png,23,23_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.261705116536376,5.82187786485864,0.105842119344244,0.0743342965142692,1,5.80944940689215,"Το PSNR είναι χαμηλό (5.82 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.1058, τυπική απόκλιση 0.0743, Michelson 1.0000, entropy 5.8094. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
23_low.png,23,23_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",0.0481307018881627,13.1757780497684,0.609043651926624,0.192902749592777,1,7.17672760114195,"Το PSNR είναι χαμηλό (13.18 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6090, τυπική απόκλιση 0.1929, Michelson 1.0000, entropy 7.1767. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
23_low.png,23,23_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",0.0467361404374386,13.3034715535698,0.626028369076992,0.19873729968028,1,7.23988143000238,"Το PSNR είναι χαμηλό (13.30 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6260, τυπική απόκλιση 0.1987, Michelson 1.0000, entropy 7.2399. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
23_low.png,23,23_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",0.0459418273740869,13.3779173437611,0.647821816287543,0.210859126944546,1,7.35724573403521,"Το PSNR είναι χαμηλό (13.38 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6478, τυπική απόκλιση 0.2109, Michelson 1.0000, entropy 7.3572. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
55_low.png,55,55_high.png,Original low-light,"",0.353085084945962,4.52120627558615,0.038170383408303,0.0318249731461922,0.999999999999998,4.61568692638885,"Αρχική low-light εικόνα για βάση σύγκρισης. Το PSNR είναι χαμηλό (4.52 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.0382, τυπική απόκλιση 0.0318, Michelson 1.0000, entropy 4.6157. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
55_low.png,55,55_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.10904947723098,9.62376412031589,0.283996638953582,0.178888009683134,1,6.94240320198054,"Το PSNR είναι χαμηλό (9.62 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.2840, τυπική απόκλιση 0.1789, Michelson 1.0000, entropy 6.9424. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
55_low.png,55,55_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.263809389828699,5.7870975057049,0.112340132312759,0.0843738136723823,0.999999999999999,6.02817344968188,"Το PSNR είναι χαμηλό (5.79 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.1123, τυπική απόκλιση 0.0844, Michelson 1.0000, entropy 6.0282. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
55_low.png,55,55_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",0.0415719159938485,13.8119995898235,0.635532962219339,0.216237063401832,1,7.33976792562254,"Το PSNR είναι χαμηλό (13.81 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6355, τυπική απόκλιση 0.2162, Michelson 1.0000, entropy 7.3398. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
55_low.png,55,55_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",0.0341186009440813,14.6700878567341,0.623174209156115,0.231149929249437,1,7.50230705180372,"Το PSNR είναι χαμηλό (14.67 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6232, τυπική απόκλιση 0.2311, Michelson 1.0000, entropy 7.5023. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
55_low.png,55,55_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",0.0291351808065274,15.3558228242938,0.620984202241752,0.252236036647338,1,7.66165889740705,"Το PSNR είναι μέτριο (15.36 dB), άρα υπάρχει βελτίωση αλλά και διαφορά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6210, τυπική απόκλιση 0.2522, Michelson 1.0000, entropy 7.6617. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
79_low.png,79,79_high.png,Original low-light,"",0.309750106283909,5.08988535933312,0.0872326975731605,0.0401631585401842,1,5.15941354108438,"Αρχική low-light εικόνα για βάση σύγκρισης. Το PSNR είναι χαμηλό (5.09 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.0872, τυπική απόκλιση 0.0402, Michelson 1.0000, entropy 5.1594. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
79_low.png,79,79_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.174089451129907,7.59227543959465,0.224723452639442,0.066406158616839,1,5.90365920169783,"Το PSNR είναι χαμηλό (7.59 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.2247, τυπική απόκλιση 0.0664, Michelson 1.0000, entropy 5.9037. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
79_low.png,79,79_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.199413891387927,7.00244591545993,0.190274363978335,0.103273399661782,1,6.52810025975849,"Το PSNR είναι χαμηλό (7.00 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.1903, τυπική απόκλιση 0.1033, Michelson 1.0000, entropy 6.5281. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
79_low.png,79,79_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",0.0156775749498056,18.0472111431538,0.680876959482183,0.158837898593012,1,7.0779582576273,"Το PSNR είναι μέτριο (18.05 dB), άρα υπάρχει βελτίωση αλλά και διαφορά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6809, τυπική απόκλιση 0.1588, Michelson 1.0000, entropy 7.0780. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
79_low.png,79,79_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",0.00972229962834807,20.1223099867672,0.661026951413371,0.173743081456238,1,7.28924074091589,"Το PSNR είναι σχετικά καλό (20.12 dB), άρα το αποτέλεσμα βρίσκεται κοντά στη φωτεινή εικόνα αναφοράς. Μέση φωτεινότητα 0.6610, τυπική απόκλιση 0.1737, Michelson 1.0000, entropy 7.2892. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
79_low.png,79,79_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",0.00779266532103037,21.0831397541626,0.6627704416822,0.194460482893857,1,7.4133594719394,"Το PSNR είναι σχετικά καλό (21.08 dB), άρα το αποτέλεσμα βρίσκεται κοντά στη φωτεινή εικόνα αναφοράς. Μέση φωτεινότητα 0.6628, τυπική απόκλιση 0.1945, Michelson 1.0000, entropy 7.4134. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
111_low.png,111,111_high.png,Original low-light,"",0.274648276581657,5.61223121832591,0.0756839856960276,0.0421421421042066,1,5.10816712078858,"Αρχική low-light εικόνα για βάση σύγκρισης. Το PSNR είναι χαμηλό (5.61 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.0757, τυπική απόκλιση 0.0421, Michelson 1.0000, entropy 5.1082. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
111_low.png,111,111_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.0992618211371698,10.032177611499,0.276589604036178,0.0984807583318424,1,6.42572996597525,"Το PSNR είναι χαμηλό (10.03 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.2766, τυπική απόκλιση 0.0985, Michelson 1.0000, entropy 6.4257. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
111_low.png,111,111_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.181178854521765,7.418924904362,0.168676466246616,0.0931240211889768,1,6.4887702152123,"Το PSNR είναι χαμηλό (7.42 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.1687, τυπική απόκλιση 0.0931, Michelson 1.0000, entropy 6.4888. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
111_low.png,111,111_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",0.018245214746465,17.3885102061636,0.608373875914683,0.174070393250109,1,7.01240610256894,"Το PSNR είναι μέτριο (17.39 dB), άρα υπάρχει βελτίωση αλλά και διαφορά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6084, τυπική απόκλιση 0.1741, Michelson 1.0000, entropy 7.0124. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
111_low.png,111,111_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",0.0181463479858174,17.412107650739,0.631278427280985,0.194807881410621,1,7.21495085288425,"Το PSNR είναι μέτριο (17.41 dB), άρα υπάρχει βελτίωση αλλά και διαφορά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6313, τυπική απόκλιση 0.1948, Michelson 1.0000, entropy 7.2150. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
111_low.png,111,111_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",0.0131201336451792,18.8206174109845,0.608104397639764,0.208502599063501,1,7.33458823640837,"Το PSNR είναι μέτριο (18.82 dB), άρα υπάρχει βελτίωση αλλά και διαφορά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6081, τυπική απόκλιση 0.2085, Michelson 1.0000, entropy 7.3346. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
146_low.png,146,146_high.png,Original low-light,"",0.217292727668845,6.62954808360295,0.0955567379883775,0.0499455418592473,0.999999999999999,5.00997605716693,"Αρχική low-light εικόνα για βάση σύγκρισης. Το PSNR είναι χαμηλό (6.63 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.0956, τυπική απόκλιση 0.0499, Michelson 1.0000, entropy 5.0100. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
146_low.png,146,146_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.0781435219146487,11.07107019095,0.272624043142794,0.111530911241842,1,6.03450070103741,"Το PSNR είναι χαμηλό (11.07 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.2726, τυπική απόκλιση 0.1115, Michelson 1.0000, entropy 6.0345. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
146_low.png,146,146_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.138796460528002,8.57621608756937,0.187916241859892,0.100270819416941,1,6.43155389341644,"Το PSNR είναι χαμηλό (8.58 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.1879, τυπική απόκλιση 0.1003, Michelson 1.0000, entropy 6.4316. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
146_low.png,146,146_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",0.0239039357084882,16.2153058793223,0.628537548519208,0.202917711179591,1,6.6482223116997,"Το PSNR είναι μέτριο (16.22 dB), άρα υπάρχει βελτίωση αλλά και διαφορά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6285, τυπική απόκλιση 0.2029, Michelson 1.0000, entropy 6.6482. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
146_low.png,146,146_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",0.0157416225810586,18.0295050439873,0.608941823412223,0.206020151304336,1,6.59416598608037,"Το PSNR είναι μέτριο (18.03 dB), άρα υπάρχει βελτίωση αλλά και διαφορά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.6089, τυπική απόκλιση 0.2060, Michelson 1.0000, entropy 6.5942. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
146_low.png,146,146_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",0.0105421931094878,19.7706903274098,0.57973266742695,0.19989462106758,1,6.62325088070857,"Το PSNR είναι μέτριο (19.77 dB), άρα υπάρχει βελτίωση αλλά και διαφορά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.5797, τυπική απόκλιση 0.1999, Michelson 1.0000, entropy 6.6233. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
179_low.png,179,179_high.png,Original low-light,"",0.057846910290914,12.3771983255391,0.0780549838287873,0.0289184313946062,1,4.74940782837157,"Αρχική low-light εικόνα για βάση σύγκρισης. Το PSNR είναι χαμηλό (12.38 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.0781, τυπική απόκλιση 0.0289, Michelson 1.0000, entropy 4.7494. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
179_low.png,179,179_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.00585880533128283,22.3219093192152,0.283151153618046,0.0731147836180815,1,6.07496699624206,"Το PSNR είναι σχετικά καλό (22.32 dB), άρα το αποτέλεσμα βρίσκεται κοντά στη φωτεινή εικόνα αναφοράς. Μέση φωτεινότητα 0.2832, τυπική απόκλιση 0.0731, Michelson 1.0000, entropy 6.0750. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
179_low.png,179,179_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.0222234252851467,16.5318900265023,0.160798818346134,0.0801049444573218,1,6.2437376220018,"Το PSNR είναι μέτριο (16.53 dB), άρα υπάρχει βελτίωση αλλά και διαφορά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.1608, τυπική απόκλιση 0.0801, Michelson 1.0000, entropy 6.2437. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
179_low.png,179,179_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",0.0564291322568244,12.4849662807429,0.482571201861325,0.139854843016035,1,6.85992338241662,"Το PSNR είναι χαμηλό (12.48 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.4826, τυπική απόκλιση 0.1399, Michelson 1.0000, entropy 6.8599. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
179_low.png,179,179_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",0.0552604503396131,12.5758558016486,0.481991316059662,0.142122674948961,1,6.89396164656063,"Το PSNR είναι χαμηλό (12.58 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.4820, τυπική απόκλιση 0.1421, Michelson 1.0000, entropy 6.8940. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
179_low.png,179,179_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",0.0547549203725064,12.6157684827573,0.482235489060848,0.143957724563975,1,6.92994951063874,"Το PSNR είναι χαμηλό (12.62 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.4822, τυπική απόκλιση 0.1440, Michelson 1.0000, entropy 6.9299. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
493_low.png,493,493_high.png,Original low-light,"",0.0814421402879234,10.8915082165981,0.0251649663566211,0.0246007631349398,0.999999999999998,4.06550507976144,"Αρχική low-light εικόνα για βάση σύγκρισης. Το PSNR είναι χαμηλό (10.89 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.0252, τυπική απόκλιση 0.0246, Michelson 1.0000, entropy 4.0655. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
493_low.png,493,493_high.png,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.00923922897176299,20.3436426982755,0.277935774037303,0.194944040576772,1,6.8211789615226,"Το PSNR είναι σχετικά καλό (20.34 dB), άρα το αποτέλεσμα βρίσκεται κοντά στη φωτεινή εικόνα αναφοράς. Μέση φωτεινότητα 0.2779, τυπική απόκλιση 0.1949, Michelson 1.0000, entropy 6.8212. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
493_low.png,493,493_high.png,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.0452766036994318,13.441261580105,0.0815250300466877,0.068236112885673,0.999999999999999,5.60934598707155,"Το PSNR είναι χαμηλό (13.44 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.0815, τυπική απόκλιση 0.0682, Michelson 1.0000, entropy 5.6093. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
493_low.png,493,493_high.png,Pipeline 3 - Retinex sigma 15,"sigma=15",0.111197083194498,9.53906604562849,0.507444905754342,0.188079541383078,1,7.51291353100029,"Το PSNR είναι χαμηλό (9.54 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.5074, τυπική απόκλιση 0.1881, Michelson 1.0000, entropy 7.5129. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
493_low.png,493,493_high.png,Pipeline 3 - Retinex sigma 30,"sigma=30",0.0972209598017856,10.1224009572227,0.489779432810375,0.194435958640034,1,7.56081459289506,"Το PSNR είναι χαμηλό (10.12 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.4898, τυπική απόκλιση 0.1944, Michelson 1.0000, entropy 7.5608. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
493_low.png,493,493_high.png,Pipeline 3 - Retinex sigma 60,"sigma=60",0.0907028067623563,10.4237927366159,0.482638757638788,0.197809181888689,1,7.56881000446231,"Το PSNR είναι χαμηλό (10.42 dB), άρα το αποτέλεσμα απέχει αρκετά από τη φωτεινή αναφορά. Μέση φωτεινότητα 0.4826, τυπική απόκλιση 0.1978, Michelson 1.0000, entropy 7.5688. Η αντίθεση είναι υψηλή και μπορεί να κάνει ορατές περισσότερες λεπτομέρειες."
