IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
139,1,0.999858333333333,0,1,29,540,7
140,2,0.999866666666667,7287,3,39,536,8
141,1,0.999870833333333,0,3,36,510,6
142,0,0.999870833333333,0,2,27,513,2
143,3,0.999883333333333,0,1,18,526,9
144,0,0.999883333333333,0,3,32,551,6
145,0,0.999883333333333,0,2,22,514,2
146,0,0.999883333333333,6175,1,19,644,5
147,0,0.999883333333333,0,2,14,466,3
148,0,0.999883333333333,0,5,5,452,8
149,0,0.999883333333333,0,0,3,473,9
150,1,0.9998875,0,1,3,447,3
151,0,0.9998875,0,1,2,472,3
152,0,0.9998875,0,0,2,466,4
153,1,0.999891666666667,5758,1,3,491,2
154,0,0.999891666666667,0,1,2,469,4
155,0,0.999891666666667,0,1,2,496,5
156,0,0.999891666666667,0,4,0,464,2
157,0,0.999891666666667,0,2,1,475,4
158,0,0.999891666666667,0,0,3,452,2
159,0,0.999891666666667,5943,3,3,429,5
160,2,0.9999,0,1,0,429,2
161,0,0.9999,0,1,1,472,3
162,0,0.9999,0,2,1,409,0
163,0,0.9999,0,0,2,404,1
164,1,0.999904166666667,0,1,1,455,2
165,0,0.999904166666667,6127,0,2,456,2
166,0,0.999904166666667,0,0,1,444,3
167,1,0.999908333333333,0,1,2,391,3
168,0,0.999908333333333,0,1,1,397,1
169,0,0.999908333333333,0,2,1,431,2
170,1,0.9999125,0,0,3,388,1
171,0,0.9999125,0,1,0,355,1
172,1,0.999916666666667,6605,1,0,361,1
173,0,0.999916666666667,0,1,1,433,1
174,0,0.999916666666667,0,2,2,385,0
175,1,0.999920833333333,0,1,0,324,2
176,0,0.999920833333333,0,0,0,359,1
177,0,0.999920833333333,0,2,1,344,1
178,1,0.999925,0,1,1,336,2
179,0,0.999925,0,2,0,323,1
180,0,0.999925,7007,1,2,321,0
181,0,0.999925,0,0,1,330,1
182,0,0.999925,0,0,1,271,1
183,0,0.999925,0,2,1,228,1
184,0,0.999925,0,0,3,201,2
185,1,0.999929166666667,0,0,0,230,2
186,1,0.999933333333333,0,0,2,265,2
187,0,0.999933333333333,6934,0,3,247,0
188,0,0.999933333333333,0,1,0,263,1
189,0,0.999933333333333,0,1,0,275,0
190,1,0.9999375,0,0,2,241,1
191,0,0.9999375,0,0,2,204,1
192,0,0.9999375,0,0,1,168,0
193,1,0.999941666666667,0,0,1,194,0
194,0,0.999941666666667,0,1,1,189,2
195,0,0.999941666666667,6748,1,0,166,3
196,0,0.999941666666667,0,0,0,177,3
197,1,0.999945833333333,0,1,0,205,0
198,0,0.999945833333333,0,0,0,215,2
199,0,0.999945833333333,0,2,0,183,1
200,0,0.999945833333333,0,0,0,162,1
201,0,0.999945833333333,6322,1,0,152,1
202,0,0.999945833333333,0,1,1,142,2
203,1,0.99995,0,0,2,145,0
204,0,0.99995,0,0,0,156,0
205,0,0.99995,0,0,2,118,0
206,0,0.99995,0,0,1,125,0
207,3,0.9999625,0,0,0,105,0
208,0,0.9999625,5837,0,0,119,1
209,0,0.9999625,0,1,1,104,0
210,0,0.9999625,0,1,0,100,2
211,0,0.9999625,0,1,0,86,2
212,0,0.9999625,0,0,0,69,0
213,0,0.9999625,5523,1,0,77,0
214,0,0.9999625,0,0,2,52,1
215,0,0.9999625,0,1,0,53,0
216,2,0.999970833333333,0,0,1,55,0
217,2,0.999979166666667,0,0,0,45,0
218,0,0.999979166666667,0,0,0,42,0
219,0,0.999979166666667,5054,1,1,41,0
220,1,0.999983333333333,0,0,0,37,0
221,0,0.999983333333333,0,0,1,41,0
222,1,0.9999875,0,1,1,34,0
223,0,0.9999875,4097,1,0,34,1
224,1,0.999991666666667,0,1,0,32,1
225,0,0.999991666666667,0,0,0,30,1
226,0,0.999991666666667,0,0,2,32,0
227,1,0.999995833333333,3504,0,1,33,1
228,0,0.999995833333333,0,0,0,22,1
229,0,0.999995833333333,0,3,0,22,0
230,0,0.999995833333333,3292,1,0,25,0
231,0,0.999995833333333,0,1,0,31,1
232,0,0.999995833333333,0,0,3,24,2
233,1,1,0,1,1,42,0
234,0,1,3409,1,1,24,0
235,0,1,0,0,0,16,0
236,0,1,0,1,1,23,0
237,0,1,3041,0,0,15,2
238,0,1,0,0,2,22,1
239,0,1,0,0,0,25,1
240,0,1,2702,1,0,23,0
241,0,1,0,0,0,19,0
242,0,1,0,0,0,22,1
243,0,1,2314,0,1,13,2
244,0,1,0,0,0,3,0
245,0,1,2170,0,0,6,0
246,0,1,0,0,0,1,0
247,0,1,1929,0,0,1,0
248,0,1,0,0,0,2,1
249,0,1,1743,0,0,1,0
250,0,1,1371,0,0,0,0
251,0,1,971,0,0,1,0
252,0,1,728,0,0,0,0
253,0,1,1045,0,0,0,0
254,0,1,969,0,0,0,0
255,0,1,1115,0,0,0,0
