IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
42,5778,0.980108333333333,1725,718,1523,950,2013
43,2697,0.991345833333333,0,718,1514,923,2484
44,1108,0.9959625,1998,811,1703,1275,2549
45,463,0.997891666666667,0,786,2060,1135,2905
46,194,0.9987,2249,926,2194,979,3909
47,127,0.999229166666667,0,996,2316,1214,3924
48,72,0.999529166666666,0,816,2743,1043,4220
49,37,0.999683333333333,2532,1246,3041,951,4976
50,28,0.9998,0,1221,3191,906,5610
51,16,0.999866666666666,0,1171,3641,1196,5396
52,9,0.999904166666666,2570,1455,3788,1046,5615
53,12,0.999954166666666,0,1549,4049,1053,6203
54,6,0.999979166666667,0,1736,4045,1151,6391
55,2,0.9999875,2849,1616,4337,1195,5594
56,1,0.999991666666667,0,2398,4533,1414,5794
57,0,0.999991666666667,2699,2169,4046,1316,5873
58,0,0.999991666666667,0,1931,4320,1263,5286
59,1,0.999995833333333,0,2540,4441,1274,4768
60,0,0.999995833333333,2791,2396,3950,1266,4465
61,0,0.999995833333333,0,2807,3823,1387,4650
62,0,0.999995833333333,0,2094,4300,1428,4038
63,0,0.999995833333333,0,2999,3729,1459,3730
64,0,0.999995833333333,2982,2737,3356,1588,3582
65,0,0.999995833333333,0,2566,3524,1616,3621
66,0,0.999995833333333,0,2660,3989,1649,3124
67,0,0.999995833333333,3194,2679,3220,1693,3069
68,0,0.999995833333333,0,3021,3177,1645,2931
69,0,0.999995833333333,0,2484,3833,1735,2766
70,0,0.999995833333333,3232,2939,3295,1708,2735
71,0,0.999995833333333,0,2594,3101,1778,2395
72,0,0.999995833333333,0,3063,3165,1737,2486
73,0,0.999995833333333,0,2800,3606,1872,2462
74,0,0.999995833333333,3250,3108,2970,1971,2284
75,0,0.999995833333333,0,2990,3095,2093,2248
76,0,0.999995833333333,0,2885,3456,1964,2188
77,0,0.999995833333333,3154,3121,3271,1976,2110
78,0,0.999995833333333,0,2768,3133,1950,2072
79,0,0.999995833333333,0,3569,3234,1887,2062
80,0,0.999995833333333,2976,3298,3584,1854,1918
81,0,0.999995833333333,0,3167,3273,2020,1889
82,0,0.999995833333333,0,3808,3084,2072,1924
83,0,0.999995833333333,2908,3048,3338,2245,1889
84,0,0.999995833333333,0,3173,3347,2164,1756
85,0,0.999995833333333,0,2965,2993,2156,1776
86,0,0.999995833333333,0,4073,2991,2177,1889
87,0,0.999995833333333,3188,3246,3060,1986,1735
88,0,0.999995833333333,0,3052,2635,1901,1684
89,0,0.999995833333333,0,4205,2643,1967,1761
90,0,0.999995833333333,0,3252,2479,2097,1656
91,0,0.999995833333333,3825,3298,2469,2043,1525
92,0,0.999995833333333,0,3086,2100,2151,1484
93,0,0.999995833333333,0,4390,2073,2284,1504
94,0,0.999995833333333,0,3462,1803,2213,1240
95,0,0.999995833333333,0,3235,1641,2222,1144
96,0,0.999995833333333,5089,4397,1544,2067,1329
97,0,0.999995833333333,0,3299,1300,1936,1140
98,0,0.999995833333333,0,3372,1224,1995,911
99,0,0.999995833333333,0,3118,984,2105,954
100,0,0.999995833333333,0,4215,911,2118,920
101,0,0.999995833333333,0,2905,802,2267,683
102,0,0.999995833333333,0,2915,737,2440,623
103,0,0.999995833333333,6353,3660,657,2352,773
104,0,0.999995833333333,0,2335,501,2074,559
105,0,0.999995833333333,0,2237,533,1995,452
106,0,0.999995833333333,0,2108,345,1942,433
107,0,0.999995833333333,0,2479,431,1912,541
108,0,0.999995833333333,0,1635,395,1931,339
109,0,0.999995833333333,0,1551,289,2097,323
110,0,0.999995833333333,0,1696,301,2237,329
111,0,0.999995833333333,7442,1054,311,2256,331
112,0,0.999995833333333,0,964,238,2367,269
113,0,0.999995833333333,0,825,288,1949,312
114,0,0.999995833333333,0,1154,257,1948,231
115,0,0.999995833333333,0,533,240,1885,263
116,0,0.999995833333333,0,716,260,1839,224
117,0,0.999995833333333,0,968,273,1880,277
118,0,0.999995833333333,0,343,277,2052,230
119,0,0.999995833333333,7979,478,266,2224,211
120,0,0.999995833333333,0,352,299,2173,206
121,0,0.999995833333333,0,582,288,2177,242
122,0,0.999995833333333,0,318,239,1892,197
123,0,0.999995833333333,0,319,231,1831,189
124,0,0.999995833333333,0,204,223,1701,204
125,0,0.999995833333333,0,411,277,1688,176
126,0,0.999995833333333,0,296,245,1732,156
127,0,0.999995833333333,7353,309,251,1723,171
128,0,0.999995833333333,0,249,276,1884,160
129,0,0.999995833333333,0,150,207,2016,128
130,0,0.999995833333333,0,159,216,1602,122
131,0,0.999995833333333,0,163,172,1604,127
132,0,0.999995833333333,0,119,199,1497,130
133,0,0.999995833333333,0,116,153,1415,121
134,0,0.999995833333333,0,124,144,1410,91
135,0,0.999995833333333,7030,55,128,1349,89
136,0,0.999995833333333,0,71,92,1372,83
137,0,0.999995833333333,0,56,84,1448,52
138,0,0.999995833333333,0,27,59,1595,71
139,0,0.999995833333333,0,121,33,1276,46
140,0,0.999995833333333,0,28,15,1213,47
141,0,0.999995833333333,0,76,5,1095,37
142,0,0.999995833333333,0,40,3,1165,44
143,0,0.999995833333333,8127,47,0,1087,25
144,0,0.999995833333333,0,35,0,1023,29
145,0,0.999995833333333,0,30,0,1055,24
146,0,0.999995833333333,0,22,0,1015,14
147,0,0.999995833333333,0,13,0,1172,6
148,0,0.999995833333333,0,2,0,955,7
149,0,0.999995833333333,0,0,0,1019,12
150,0,0.999995833333333,0,0,0,769,6
151,0,0.999995833333333,0,0,0,847,7
152,0,0.999995833333333,0,0,0,745,2
153,0,0.999995833333333,0,0,0,621,5
154,0,0.999995833333333,10319,0,0,630,6
155,0,0.999995833333333,0,0,0,701,4
156,0,0.999995833333333,0,0,0,573,3
157,0,0.999995833333333,0,0,0,634,4
158,0,0.999995833333333,0,0,0,520,3
159,0,0.999995833333333,0,0,0,474,2
160,0,0.999995833333333,0,0,0,474,0
161,0,0.999995833333333,0,0,0,406,6
162,0,0.999995833333333,0,0,0,331,2
163,0,0.999995833333333,0,0,0,439,0
164,0,0.999995833333333,0,0,0,347,0
165,0,0.999995833333333,0,0,0,380,0
166,0,0.999995833333333,0,0,0,343,0
167,0,0.999995833333333,0,0,0,299,0
168,0,0.999995833333333,12827,0,0,283,0
169,0,0.999995833333333,0,0,0,254,0
170,0,0.999995833333333,0,0,0,235,0
171,0,0.999995833333333,0,0,0,215,0
172,0,0.999995833333333,0,0,0,236,0
173,0,0.999995833333333,0,0,0,210,0
174,0,0.999995833333333,0,0,0,212,0
175,0,0.999995833333333,0,0,0,186,0
176,0,0.999995833333333,0,0,0,182,0
177,0,0.999995833333333,0,0,0,251,0
178,0,0.999995833333333,0,0,0,165,0
179,0,0.999995833333333,0,0,0,163,0
180,0,0.999995833333333,0,0,0,238,0
181,0,0.999995833333333,0,0,0,226,0
182,0,0.999995833333333,0,0,0,181,0
183,0,0.999995833333333,14336,0,0,228,0
184,0,0.999995833333333,0,0,0,213,0
185,0,0.999995833333333,0,0,0,216,0
186,0,0.999995833333333,0,0,0,205,0
187,0,0.999995833333333,0,0,0,233,0
188,0,0.999995833333333,0,0,0,181,0
189,0,0.999995833333333,0,0,0,239,0
190,0,0.999995833333333,0,0,0,191,0
191,0,0.999995833333333,0,0,0,151,0
192,1,1,0,0,0,144,0
193,0,1,0,0,0,126,0
194,0,1,0,0,0,132,0
195,0,1,0,0,0,130,0
196,0,1,0,0,0,139,0
197,0,1,0,0,0,132,0
198,0,1,0,0,0,119,0
199,0,1,15210,0,0,115,0
200,0,1,0,0,0,111,0
201,0,1,0,0,0,119,0
202,0,1,0,0,0,120,0
203,0,1,0,0,0,96,1
204,0,1,0,0,0,82,0
205,0,1,0,0,0,115,0
206,0,1,0,0,1,94,0
207,0,1,0,0,0,90,0
208,0,1,0,0,0,84,0
209,0,1,0,0,0,83,0
210,0,1,0,0,0,64,0
211,0,1,0,0,0,55,0
212,0,1,0,0,0,66,0
213,0,1,0,1,0,53,0
214,0,1,0,0,0,48,0
215,0,1,0,0,0,46,0
216,0,1,0,0,0,26,0
217,0,1,16276,0,0,25,0
218,0,1,0,0,0,29,0
219,0,1,0,0,0,18,0
220,0,1,0,0,0,30,0
221,0,1,0,0,0,18,0
222,0,1,0,0,0,5,0
223,0,1,0,0,0,6,0
224,0,1,0,0,0,1,0
225,0,1,0,0,0,3,0
226,0,1,0,0,0,0,0
227,0,1,0,0,0,0,0
228,0,1,0,0,0,0,0
229,0,1,0,0,0,0,0
230,0,1,0,0,0,0,0
231,0,1,0,0,0,0,0
232,0,1,0,0,0,0,0
233,0,1,15089,0,0,0,0
234,0,1,0,0,0,0,0
235,0,1,0,0,0,0,0
236,0,1,0,0,0,0,0
237,0,1,0,0,0,0,0
238,0,1,0,0,0,0,0
239,0,1,0,0,0,0,0
240,0,1,0,0,0,0,0
241,0,1,0,0,0,0,0
242,0,1,0,0,0,0,0
243,0,1,0,0,0,0,0
244,0,1,10431,0,0,0,0
245,0,1,0,0,0,0,0
246,0,1,0,0,0,0,0
247,0,1,0,0,0,0,0
248,0,1,0,0,0,0,0
249,0,1,0,0,0,0,0
250,0,1,5778,0,0,0,0
251,0,1,0,0,0,0,0
252,0,1,0,0,0,0,0
253,0,1,2697,0,0,0,0
254,0,1,1571,0,0,0,0
255,0,1,506,0,0,0,0
