IntensityLevel,InputHistogram,InputCDF,GlobalEqualizedHistogram,CLAHE_4x4_clip_0_01_Histogram,CLAHE_8x8_clip_0_01_Histogram,CLAHE_8x8_clip_0_03_Histogram,CLAHE_16x16_clip_0_01_Histogram
93,4,0.999745833333333,0,2089,1662,1556,1449
94,3,0.999758333333333,0,2125,1529,1742,1091
95,0,0.999758333333333,0,2472,1434,1591,1010
96,3,0.999770833333333,0,2432,1437,1153,1069
97,4,0.9997875,0,2059,1303,1221,910
98,5,0.999808333333333,6945,2485,1367,1143,677
99,3,0.999820833333333,0,2352,1313,1287,626
100,0,0.999820833333333,0,2486,1295,1419,587
101,1,0.999825,0,1982,1224,1860,470
102,0,0.999825,0,2174,1079,1548,371
103,0,0.999825,0,2115,1094,1964,348
104,1,0.999829166666667,0,1826,1075,1389,316
105,2,0.9998375,6324,1740,895,1388,244
106,1,0.999841666666667,0,1426,849,1382,200
107,1,0.999845833333333,0,1508,816,1451,176
108,1,0.99985,0,1398,770,1560,148
109,3,0.9998625,0,1282,693,1734,106
110,1,0.999866666666667,0,1101,620,1705,102
111,2,0.999875,5854,1148,600,1631,92
112,0,0.999875,0,1355,539,1974,67
113,0,0.999875,0,1189,451,1564,52
114,1,0.999879166666667,0,1117,420,1544,38
115,0,0.999879166666667,0,968,368,1542,44
116,0,0.999879166666667,0,1080,370,1384,35
117,1,0.999883333333333,5637,1252,282,1577,37
118,0,0.999883333333333,0,727,241,1766,27
119,2,0.999891666666667,0,739,241,1712,36
120,2,0.9999,0,731,196,1827,25
121,0,0.9999,0,821,160,1805,23
122,1,0.999904166666667,0,454,153,1551,16
123,2,0.9999125,5666,420,120,1595,18
124,0,0.9999125,0,543,108,1491,12
125,0,0.9999125,0,359,100,1286,11
126,0,0.9999125,0,379,80,1550,11
127,0,0.9999125,0,279,86,1591,10
128,1,0.999916666666667,0,245,40,1547,8
129,0,0.999916666666667,5668,182,49,1862,7
130,0,0.999916666666667,0,149,31,1539,11
131,0,0.999916666666667,0,104,14,1446,3
132,0,0.999916666666667,0,80,6,1442,4
133,0,0.999916666666667,0,40,12,1448,5
134,2,0.999925,0,44,13,1178,2
135,1,0.999929166666667,6034,27,2,1581,4
136,0,0.999929166666667,0,7,6,1494,8
137,0,0.999929166666667,0,6,11,1378,5
138,2,0.9999375,0,2,3,1649,2
139,0,0.9999375,0,0,2,1161,7
140,0,0.9999375,0,7,4,1131,1
141,0,0.9999375,5718,1,3,1263,1
142,1,0.999941666666667,0,6,2,1160,2
143,0,0.999941666666667,0,2,3,1059,0
144,1,0.999945833333333,0,3,3,1365,2
145,0,0.999945833333333,0,2,1,1275,2
146,1,0.99995,0,2,1,1234,0
147,0,0.99995,5432,3,2,1094,2
148,1,0.999954166666667,0,3,0,841,1
149,0,0.999954166666667,0,2,1,870,2
150,1,0.999958333333333,0,2,1,835,3
151,0,0.999958333333333,0,1,3,833,3
152,0,0.999958333333333,0,2,2,903,2
153,0,0.999958333333333,4994,3,0,1021,3
154,0,0.999958333333333,0,1,4,900,1
155,0,0.999958333333333,0,0,5,943,4
156,0,0.999958333333333,0,2,4,731,2
157,0,0.999958333333333,0,1,4,771,3
158,0,0.999958333333333,4911,3,5,714,3
159,0,0.999958333333333,0,4,4,714,4
160,0,0.999958333333333,0,1,2,648,0
161,0,0.999958333333333,0,2,2,713,4
162,1,0.9999625,0,5,2,712,3
163,0,0.9999625,0,3,1,664,0
164,0,0.9999625,5350,7,1,637,0
165,0,0.9999625,0,6,3,662,2
166,0,0.9999625,0,3,1,625,3
167,0,0.9999625,0,1,1,545,2
168,0,0.9999625,0,0,1,611,1
169,0,0.9999625,0,3,2,602,1
170,0,0.9999625,6518,2,0,563,2
171,0,0.9999625,0,2,1,596,1
172,0,0.9999625,0,2,2,517,0
173,0,0.9999625,0,2,3,553,0
174,0,0.9999625,0,1,1,573,1
175,0,0.9999625,0,0,2,531,1
176,0,0.9999625,0,1,0,447,0
177,0,0.9999625,0,2,1,433,3
178,0,0.9999625,7351,2,0,454,0
179,0,0.9999625,0,1,0,418,2
180,0,0.9999625,0,2,0,424,0
181,0,0.9999625,0,0,1,400,1
182,0,0.9999625,0,0,1,364,0
183,1,0.999966666666667,0,1,1,388,0
184,0,0.999966666666667,0,0,0,386,0
185,0,0.999966666666667,0,0,2,300,0
186,0,0.999966666666667,0,2,1,300,3
187,0,0.999966666666667,7801,1,0,252,0
188,0,0.999966666666667,0,2,1,234,1
189,0,0.999966666666667,0,0,1,201,1
190,0,0.999966666666667,0,0,0,194,1
191,0,0.999966666666667,0,1,2,155,1
192,0,0.999966666666667,0,1,0,169,1
193,0,0.999966666666667,0,1,0,130,0
194,0,0.999966666666667,0,1,0,117,0
195,0,0.999966666666667,8104,1,0,117,1
196,0,0.999966666666667,0,0,0,114,0
197,0,0.999966666666667,0,0,0,86,0
198,0,0.999966666666667,0,0,0,92,0
199,0,0.999966666666667,0,0,1,80,0
200,0,0.999966666666667,0,0,0,91,0
201,0,0.999966666666667,0,0,0,64,0
202,0,0.999966666666667,0,1,0,63,0
203,0,0.999966666666667,0,0,0,73,1
204,0,0.999966666666667,8432,0,0,46,0
205,0,0.999966666666667,0,0,0,64,0
206,0,0.999966666666667,0,0,0,51,0
207,0,0.999966666666667,0,0,0,46,0
208,0,0.999966666666667,0,0,0,47,0
209,0,0.999966666666667,0,0,0,47,0
210,0,0.999966666666667,0,0,0,27,0
211,0,0.999966666666667,0,0,0,32,0
212,1,0.999970833333333,0,0,1,28,0
213,0,0.999970833333333,8466,0,0,12,0
214,0,0.999970833333333,0,1,0,4,0
215,0,0.999970833333333,0,0,0,9,1
216,1,0.999975,0,0,0,7,0
217,0,0.999975,0,0,0,9,0
218,0,0.999975,0,0,0,5,0
219,0,0.999975,0,0,0,11,0
220,0,0.999975,0,0,0,4,0
221,0,0.999975,0,0,0,6,0
222,0,0.999975,0,0,0,7,0
223,0,0.999975,0,0,0,6,0
224,0,0.999975,9712,0,0,3,0
225,0,0.999975,0,0,0,5,0
226,0,0.999975,0,0,0,2,0
227,0,0.999975,0,0,0,3,0
228,0,0.999975,0,0,0,2,0
229,0,0.999975,0,0,0,3,0
230,0,0.999975,0,0,1,1,0
231,0,0.999975,0,1,0,0,1
232,0,0.999975,0,0,1,0,0
233,0,0.999975,0,1,0,0,1
234,1,0.999979166666667,9702,0,0,0,0
235,0,0.999979166666667,0,0,0,0,0
236,0,0.999979166666667,0,0,0,1,0
237,0,0.999979166666667,0,0,0,0,0
238,0,0.999979166666667,0,0,0,0,0
239,0,0.999979166666667,0,0,0,0,0
240,0,0.999979166666667,0,0,0,0,0
241,0,0.999979166666667,0,0,0,0,0
242,0,0.999979166666667,7356,0,0,0,0
243,0,0.999979166666667,0,1,1,0,1
244,1,0.999983333333333,0,0,0,1,0
245,0,0.999983333333333,0,0,0,1,0
246,1,0.9999875,0,0,0,0,0
247,0,0.9999875,4523,0,0,0,0
248,0,0.9999875,0,0,0,0,0
249,0,0.9999875,0,1,1,0,1
250,0,0.9999875,3043,1,1,1,1
251,0,0.9999875,0,0,0,0,0
252,0,0.9999875,2083,0,0,1,0
253,0,0.9999875,0,0,0,1,0
254,1,0.999991666666667,1498,0,0,0,0
255,2,1,1637,3,3,3,3
